nodeId,phyId,linkIndex,devType,nodeIdFar,phyIdFar,linkIndexFar,devTypeFar
000,00,032,0,000,03,009,1
000,00,033,0,000,03,008,1
000,00,034,0,000,05,006,1
000,00,035,0,000,05,007,1
000,00,036,0,000,03,013,1
000,00,037,0,000,03,012,1
000,00,038,0,000,05,015,1
000,00,039,0,000,05,014,1
000,00,040,0,000,00,002,1
000,00,041,0,000,00,003,1
000,00,042,0,000,01,015,1
000,00,043,0,000,01,014,1
000,00,044,0,000,00,012,1
000,00,045,0,000,00,013,1
000,00,046,0,000,01,008,1
000,00,047,0,000,01,009,1
000,00,048,0,000,02,013,1
000,00,049,0,000,02,012,1
000,00,050,0,000,06,017,1
000,00,051,0,000,06,016,1
000,00,052,0,000,02,007,1
000,00,053,0,000,02,006,1
000,00,054,0,000,06,013,1
000,00,055,0,000,06,012,1
000,00,056,0,000,07,012,1
000,00,057,0,000,07,013,1
000,00,058,0,000,04,007,1
000,00,059,0,000,04,006,1
000,00,060,0,000,07,017,1
000,00,061,0,000,07,016,1
000,00,062,0,000,04,012,1
000,00,063,0,000,04,013,1
000,01,000,0,000,02,017,1
000,01,001,0,000,02,016,1
000,01,002,0,000,01,002,1
000,01,003,0,000,01,003,1
000,01,004,0,000,01,007,1
000,01,005,0,000,01,006,1
000,01,006,0,000,05,008,1
000,01,007,0,000,05,009,1
000,01,032,0,000,01,011,1
000,01,033,0,000,02,010,1
000,01,034,0,000,05,017,1
000,01,035,0,000,05,016,1
000,01,036,0,000,00,000,1
000,01,037,0,000,00,001,1
000,01,038,0,000,02,003,1
000,01,039,0,000,02,002,1
000,01,040,0,000,00,011,1
000,01,041,0,000,07,010,1
000,01,042,0,000,05,011,1
000,01,043,0,000,06,010,1
000,01,044,0,000,07,005,1
000,01,045,0,000,07,004,1
000,01,046,0,000,00,016,1
000,01,047,0,000,00,017,1
000,01,048,0,000,04,017,1
000,01,049,0,000,04,016,1
000,01,050,0,000,03,002,1
000,01,051,0,000,03,003,1
000,01,052,0,000,04,011,1
000,01,053,0,000,03,010,1
000,01,054,0,000,06,000,1
000,01,055,0,000,06,001,1
000,01,056,0,000,04,001,1
000,01,057,0,000,04,000,1
000,01,058,0,000,06,004,1
000,01,059,0,000,06,005,1
000,01,060,0,000,07,000,1
000,01,061,0,000,07,001,1
000,01,062,0,000,03,014,1
000,01,063,0,000,03,015,1
000,02,000,0,000,05,004,1
000,02,001,0,000,05,005,1
000,02,002,0,000,03,007,1
000,02,003,0,000,03,006,1
000,02,016,0,000,02,014,1
000,02,017,0,000,02,015,1
000,02,018,0,000,07,011,1
000,02,019,0,000,05,010,1
000,02,032,0,000,05,001,1
000,02,033,0,000,05,000,1
000,02,034,0,000,01,010,1
000,02,035,0,000,03,011,1
000,02,036,0,000,04,015,1
000,02,037,0,000,04,014,1
000,02,038,0,000,03,016,1
000,02,039,0,000,03,017,1
000,02,040,0,000,01,005,1
000,02,041,0,000,01,004,1
000,02,042,0,000,00,015,1
000,02,043,0,000,00,014,1
000,02,044,0,000,04,010,1
000,02,045,0,000,00,010,1
000,02,046,0,000,01,000,1
000,02,047,0,000,01,001,1
000,02,048,0,000,06,015,1
000,02,049,0,000,06,014,1
000,02,050,0,000,02,008,1
000,02,051,0,000,02,009,1
000,02,052,0,000,02,011,1
000,02,053,0,000,06,011,1
000,02,054,0,000,07,014,1
000,02,055,0,000,07,015,1
000,02,056,0,000,06,008,1
000,02,057,0,000,06,009,1
000,02,058,0,000,07,007,1
000,02,059,0,000,07,006,1
000,02,060,0,000,04,002,1
000,02,061,0,000,04,003,1
000,02,062,0,000,00,006,1
000,02,063,0,000,00,007,1
000,03,032,0,000,05,013,1
000,03,033,0,000,05,012,1
000,03,034,0,000,01,012,1
000,03,035,0,000,01,013,1
000,03,036,0,000,05,003,1
000,03,037,0,000,05,002,1
000,03,038,0,000,01,016,1
000,03,039,0,000,01,017,1
000,03,040,0,000,06,007,1
000,03,041,0,000,06,006,1
000,03,042,0,000,03,005,1
000,03,043,0,000,03,004,1
000,03,044,0,000,06,003,1
000,03,045,0,000,06,002,1
000,03,046,0,000,03,001,1
000,03,047,0,000,03,000,1
000,03,048,0,000,04,004,1
000,03,049,0,000,04,005,1
000,03,050,0,000,07,002,1
000,03,051,0,000,07,003,1
000,03,052,0,000,04,009,1
000,03,053,0,000,04,008,1
000,03,054,0,000,07,008,1
000,03,055,0,000,07,009,1
000,03,056,0,000,02,005,1
000,03,057,0,000,02,004,1
000,03,058,0,000,00,004,1
000,03,059,0,000,00,005,1
000,03,060,0,000,02,001,1
000,03,061,0,000,02,000,1
000,03,062,0,000,00,009,1
000,03,063,0,000,00,008,1
