nodeId,phyId,linkIndex,devType,nodeIdFar,phyIdFar,linkIndexFar,devTypeFar
0,24,7,0,0,24,7,0
0,24,6,0,0,24,6,0
0,24,5,0,0,24,5,0
0,24,4,0,0,24,4,0
0,24,23,0,0,24,23,0
0,24,22,0,0,24,22,0
0,24,21,0,0,24,21,0
0,24,20,0,0,24,20,0
0,24,0,0,0,24,0,0
0,24,1,0,0,24,1,0
0,24,2,0,0,24,2,0
0,24,3,0,0,24,3,0
0,24,16,0,0,24,16,0
0,24,17,0,0,24,17,0
0,24,18,0,0,24,18,0
0,24,19,0,0,24,19,0
0,25,7,0,0,25,7,0
0,25,6,0,0,25,6,0
0,25,5,0,0,25,5,0
0,25,4,0,0,25,4,0
0,25,23,0,0,25,23,0
0,25,22,0,0,25,22,0
0,25,21,0,0,25,21,0
0,25,20,0,0,25,20,0
0,25,0,0,0,25,0,0
0,25,1,0,0,25,1,0
0,25,2,0,0,25,2,0
0,25,3,0,0,25,3,0
0,25,16,0,0,25,16,0
0,25,17,0,0,25,17,0
0,25,18,0,0,25,18,0
0,25,19,0,0,25,19,0
0,26,7,0,0,26,7,0
0,26,6,0,0,26,6,0
0,26,5,0,0,26,5,0
0,26,4,0,0,26,4,0
0,26,23,0,0,26,23,0
0,26,22,0,0,26,22,0
0,26,21,0,0,26,21,0
0,26,20,0,0,26,20,0
0,26,0,0,0,26,0,0
0,26,1,0,0,26,1,0
0,26,2,0,0,26,2,0
0,26,3,0,0,26,3,0
0,26,16,0,0,26,16,0
0,26,17,0,0,26,17,0
0,26,18,0,0,26,18,0
0,26,19,0,0,26,19,0
0,27,7,0,0,27,7,0
0,27,6,0,0,27,6,0
0,27,5,0,0,27,5,0
0,27,4,0,0,27,4,0
0,27,23,0,0,27,23,0
0,27,22,0,0,27,22,0
0,27,21,0,0,27,21,0
0,27,20,0,0,27,20,0
0,27,0,0,0,27,0,0
0,27,1,0,0,27,1,0
0,27,2,0,0,27,2,0
0,27,3,0,0,27,3,0
0,27,16,0,0,27,16,0
0,27,17,0,0,27,17,0
0,27,18,0,0,27,18,0
0,27,19,0,0,27,19,0
0,28,7,0,0,28,7,0
0,28,6,0,0,28,6,0
0,28,5,0,0,28,5,0
0,28,4,0,0,28,4,0
0,28,23,0,0,28,23,0
0,28,22,0,0,28,22,0
0,28,21,0,0,28,21,0
0,28,20,0,0,28,20,0
0,28,0,0,0,28,0,0
0,28,1,0,0,28,1,0
0,28,2,0,0,28,2,0
0,28,3,0,0,28,3,0
0,28,16,0,0,28,16,0
0,28,17,0,0,28,17,0
0,28,18,0,0,28,18,0
0,28,19,0,0,28,19,0
0,29,7,0,0,29,7,0
0,29,6,0,0,29,6,0
0,29,5,0,0,29,5,0
0,29,4,0,0,29,4,0
0,29,23,0,0,29,23,0
0,29,22,0,0,29,22,0
0,29,21,0,0,29,21,0
0,29,20,0,0,29,20,0
0,29,0,0,0,29,0,0
0,29,1,0,0,29,1,0
0,29,2,0,0,29,2,0
0,29,3,0,0,29,3,0
0,29,16,0,0,29,16,0
0,29,17,0,0,29,17,0
0,29,18,0,0,29,18,0
0,29,19,0,0,29,19,0
0,24,25,0,0,8,2,1
0,24,27,0,0,9,2,1
0,24,34,0,0,10,2,1
0,24,32,0,0,11,2,1
0,24,10,0,0,12,2,1
0,24,29,0,0,13,2,1
0,24,30,0,0,14,2,1
0,24,8,0,0,15,2,1
0,25,12,0,0,8,8,1
0,25,34,0,0,9,8,1
0,25,8,0,0,10,8,1
0,25,15,0,0,11,8,1
0,25,11,0,0,12,8,1
0,25,24,0,0,13,8,1
0,25,27,0,0,14,8,1
0,25,32,0,0,15,8,1
0,26,30,0,0,8,4,1
0,26,13,0,0,9,4,1
0,26,34,0,0,10,4,1
0,26,14,0,0,11,4,1
0,26,28,0,0,12,4,1
0,26,8,0,0,13,4,1
0,26,26,0,0,14,4,1
0,26,11,0,0,15,4,1
0,27,9,0,0,8,0,1
