nodeId,phyId,linkIndex,devType,nodeIdFar,phyIdFar,linkIndexFar,devTypeFar
0,8,25,0,0,0,2,1
0,8,27,0,0,1,2,1
0,8,34,0,0,2,2,1
0,8,32,0,0,3,2,1
0,8,10,0,0,4,2,1
0,8,29,0,0,5,2,1
0,8,30,0,0,6,2,1
0,8,8,0,0,7,2,1
0,8,24,0,0,0,3,1
0,8,26,0,0,1,3,1
0,8,35,0,0,2,3,1
0,8,33,0,0,3,3,1
0,8,11,0,0,4,3,1
0,8,28,0,0,5,3,1
0,8,31,0,0,6,3,1
0,8,9,0,0,7,3,1
2,8,25,0,2,0,2,1
2,8,27,0,2,1,2,1
2,8,34,0,2,2,2,1
2,8,32,0,2,3,2,1
2,8,10,0,2,4,2,1
2,8,29,0,2,5,2,1
2,8,30,0,2,6,2,1
2,8,8,0,2,7,2,1
2,8,24,0,2,0,3,1
2,8,26,0,2,1,3,1
2,8,35,0,2,2,3,1
2,8,33,0,2,3,3,1
2,8,11,0,2,4,3,1
2,8,28,0,2,5,3,1
2,8,31,0,2,6,3,1
2,8,9,0,2,7,3,1
0,8,0,0,1,24,7,0
0,8,1,0,1,24,6,0
0,8,2,0,1,24,5,0
0,8,3,0,1,24,4,0
0,8,16,0,1,24,23,0
0,8,17,0,1,24,22,0
0,8,18,0,1,24,21,0
0,8,19,0,1,24,20,0
0,8,7,0,2,8,0,0
0,8,6,0,2,8,1,0
0,8,5,0,2,8,2,0
0,8,4,0,2,8,3,0
0,8,23,0,2,8,16,0
0,8,22,0,2,8,17,0
0,8,21,0,2,8,18,0
0,8,20,0,2,8,19,0
3,24,0,0,2,8,7,0
3,24,1,0,2,8,6,0
3,24,2,0,2,8,5,0
3,24,3,0,2,8,4,0
3,24,16,0,2,8,23,0
3,24,17,0,2,8,22,0
3,24,18,0,2,8,21,0
3,24,19,0,2,8,20,0
3,24,7,0,1,24,0,0
3,24,6,0,1,24,1,0
3,24,5,0,1,24,2,0
3,24,4,0,1,24,3,0
3,24,23,0,1,24,16,0
3,24,22,0,1,24,17,0
3,24,21,0,1,24,18,0
3,24,20,0,1,24,19,0
1,24,25,0,1,8,2,1
1,24,27,0,1,9,2,1
1,24,34,0,1,10,2,1
1,24,32,0,1,11,2,1
1,24,10,0,1,12,2,1
1,24,29,0,1,13,2,1
1,24,30,0,1,14,2,1
1,24,8,0,1,15,2,1
1,24,24,0,1,8,3,1
1,24,26,0,1,9,3,1
1,24,35,0,1,10,3,1
1,24,33,0,1,11,3,1
1,24,11,0,1,12,3,1
1,24,28,0,1,13,3,1
1,24,31,0,1,14,3,1
1,24,9,0,1,15,3,1
3,24,25,0,3,8,2,1
3,24,27,0,3,9,2,1
3,24,34,0,3,10,2,1
3,24,32,0,3,11,2,1
3,24,10,0,3,12,2,1
3,24,29,0,3,13,2,1
3,24,30,0,3,14,2,1
3,24,8,0,3,15,2,1
3,24,24,0,3,8,3,1
3,24,26,0,3,9,3,1
3,24,35,0,3,10,3,1
3,24,33,0,3,11,3,1
3,24,11,0,3,12,3,1
3,24,28,0,3,13,3,1
3,24,31,0,3,14,3,1
3,24,9,0,3,15,3,1
