nodeId,phyId,linkIndex,devType,nodeIdFar,phyIdFar,linkIndexFar,devTypeFar
0,8,25,0,0,0,2,1
0,8,27,0,0,1,2,1
0,8,34,0,0,2,2,1
0,8,32,0,0,3,2,1
0,8,10,0,0,4,2,1
0,8,29,0,0,5,2,1
0,8,30,0,0,6,2,1
0,8,8,0,0,7,2,1
0,9,12,0,0,0,8,1
0,9,34,0,0,1,8,1
0,9,8,0,0,2,8,1
0,9,15,0,0,3,8,1
0,9,11,0,0,4,8,1
0,9,24,0,0,5,8,1
0,9,27,0,0,6,8,1
0,9,32,0,0,7,8,1
0,10,30,0,0,0,4,1
0,10,13,0,0,1,4,1
0,10,34,0,0,2,4,1
0,10,14,0,0,3,4,1
0,10,28,0,0,4,4,1
0,10,8,0,0,5,4,1
0,10,26,0,0,6,4,1
0,10,11,0,0,7,4,1
0,11,9,0,0,0,0,1
0,11,30,0,0,1,0,1
0,11,29,0,0,2,0,1
0,11,34,0,0,3,0,1
0,11,27,0,0,4,0,1
0,11,10,0,0,5,0,1
0,11,25,0,0,6,0,1
0,11,32,0,0,7,0,1
0,12,31,0,0,0,10,1
0,12,15,0,0,1,10,1
0,12,12,0,0,2,10,1
0,12,34,0,0,3,10,1
0,12,27,0,0,4,10,1
0,12,29,0,0,5,10,1
0,12,10,0,0,6,10,1
0,12,24,0,0,7,10,1
0,13,12,0,0,0,6,1
0,13,25,0,0,1,6,1
0,13,26,0,0,2,6,1
0,13,15,0,0,3,6,1
0,13,29,0,0,4,6,1
0,13,10,0,0,5,6,1
0,13,31,0,0,6,6,1
0,13,34,0,0,7,6,1
0,8,24,0,0,0,3,1
0,8,26,0,0,1,3,1
0,8,35,0,0,2,3,1
0,8,33,0,0,3,3,1
0,8,11,0,0,4,3,1
0,8,28,0,0,5,3,1
0,8,31,0,0,6,3,1
0,8,9,0,0,7,3,1
0,9,13,0,0,0,9,1
0,9,35,0,0,1,9,1
0,9,9,0,0,2,9,1
0,9,14,0,0,3,9,1
0,9,10,0,0,4,9,1
0,9,25,0,0,5,9,1
0,9,26,0,0,6,9,1
0,9,33,0,0,7,9,1
0,10,31,0,0,0,5,1
0,10,12,0,0,1,5,1
0,10,35,0,0,2,5,1
0,10,15,0,0,3,5,1
0,10,29,0,0,4,5,1
0,10,9,0,0,5,5,1
0,10,27,0,0,6,5,1
0,10,10,0,0,7,5,1
0,11,8,0,0,0,1,1
0,11,31,0,0,1,1,1
0,11,28,0,0,2,1,1
0,11,35,0,0,3,1,1
0,11,26,0,0,4,1,1
0,11,11,0,0,5,1,1
0,11,24,0,0,6,1,1
0,11,33,0,0,7,1,1
0,12,30,0,0,0,11,1
0,12,14,0,0,1,11,1
0,12,13,0,0,2,11,1
0,12,35,0,0,3,11,1
0,12,26,0,0,4,11,1
0,12,28,0,0,5,11,1
0,12,11,0,0,6,11,1
0,12,25,0,0,7,11,1
0,13,13,0,0,0,7,1
0,13,24,0,0,1,7,1
0,13,27,0,0,2,7,1
0,13,14,0,0,3,7,1
0,13,28,0,0,4,7,1
0,13,11,0,0,5,7,1
0,13,30,0,0,6,7,1
0,13,35,0,0,7,7,1
0,8,0,0,1,8,0,0
0,8,1,0,1,8,1,0
0,8,2,0,1,8,2,0
0,8,3,0,1,8,3,0
0,8,16,0,1,8,16,0
0,8,17,0,1,8,17,0
0,8,18,0,1,8,18,0
0,8,19,0,1,8,19,0
0,8,7,0,1,8,7,0
0,8,6,0,1,8,6,0
0,8,5,0,1,8,5,0
0,8,4,0,1,8,4,0
0,8,23,0,1,8,23,0
0,8,22,0,1,8,22,0
0,8,21,0,1,8,21,0
0,8,20,0,1,8,20,0
0,9,0,0,1,9,0,0
0,9,1,0,1,9,1,0
0,9,2,0,1,9,2,0
0,9,3,0,1,9,3,0
0,9,16,0,1,9,16,0
0,9,17,0,1,9,17,0
0,9,18,0,1,9,18,0
0,9,19,0,1,9,19,0
0,9,7,0,1,9,7,0
0,9,6,0,1,9,6,0
0,9,5,0,1,9,5,0
0,9,4,0,1,9,4,0
0,9,23,0,1,9,23,0
0,9,22,0,1,9,22,0
0,9,21,0,1,9,21,0
0,9,20,0,1,9,20,0
0,10,0,0,1,10,0,0
0,10,1,0,1,10,1,0
0,10,2,0,1,10,2,0
0,10,3,0,1,10,3,0
0,10,16,0,1,10,16,0
0,10,17,0,1,10,17,0
0,10,18,0,1,10,18,0
0,10,19,0,1,10,19,0
0,10,7,0,1,10,7,0
0,10,6,0,1,10,6,0
0,10,5,0,1,10,5,0
0,10,4,0,1,10,4,0
0,10,23,0,1,10,23,0
0,10,22,0,1,10,22,0
0,10,21,0,1,10,21,0
0,10,20,0,1,10,20,0
0,11,0,0,1,11,0,0
0,11,1,0,1,11,1,0
0,11,2,0,1,11,2,0
0,11,3,0,1,11,3,0
0,11,16,0,1,11,16,0
0,11,17,0,1,11,17,0
0,11,18,0,1,11,18,0
0,11,19,0,1,11,19,0
0,11,7,0,1,11,7,0
0,11,6,0,1,11,6,0
0,11,5,0,1,11,5,0
0,11,4,0,1,11,4,0
0,11,23,0,1,11,23,0
0,11,22,0,1,11,22,0
0,11,21,0,1,11,21,0
0,11,20,0,1,11,20,0
0,12,0,0,1,12,0,0
0,12,1,0,1,12,1,0
0,12,2,0,1,12,2,0
0,12,3,0,1,12,3,0
0,12,16,0,1,12,16,0
0,12,17,0,1,12,17,0
0,12,18,0,1,12,18,0
0,12,19,0,1,12,19,0
0,12,7,0,1,12,7,0
0,12,6,0,1,12,6,0
0,12,5,0,1,12,5,0
0,12,4,0,1,12,4,0
0,12,23,0,1,12,23,0
0,12,22,0,1,12,22,0
0,12,21,0,1,12,21,0
0,12,20,0,1,12,20,0
0,13,0,0,1,13,0,0
0,13,1,0,1,13,1,0
0,13,2,0,1,13,2,0
0,13,3,0,1,13,3,0
0,13,16,0,1,13,16,0
0,13,17,0,1,13,17,0
0,13,18,0,1,13,18,0
0,13,19,0,1,13,19,0
