nodeId,phyId,linkIndex,devType,nodeIdFar,phyIdFar,linkIndexFar,devTypeFar
000,00,000,0,000,00,000,1
000,00,001,0,000,00,001,1
000,00,002,0,000,00,002,1
000,00,003,0,000,00,003,1
000,00,004,0,000,00,004,1
000,00,005,0,000,00,005,1
000,00,006,0,000,00,006,1
000,00,007,0,000,00,007,1
000,00,008,0,000,00,008,1
000,00,009,0,000,00,009,1
000,00,010,0,000,00,010,1
000,00,011,0,000,00,011,1
000,00,012,0,000,00,012,1
000,00,013,0,000,00,013,1
000,00,014,0,000,00,014,1
000,00,015,0,000,00,015,1
000,00,016,0,000,00,016,1
000,00,017,0,000,00,017,1
000,00,018,0,000,01,017,1
000,00,019,0,000,01,016,1
000,00,020,0,000,01,015,1
000,00,021,0,000,01,014,1
000,00,022,0,000,01,013,1
000,00,023,0,000,01,012,1
000,00,024,0,000,01,011,1
000,00,025,0,000,01,010,1
000,00,026,0,000,01,009,1
000,00,027,0,000,01,008,1
000,00,028,0,000,01,007,1
000,00,029,0,000,01,006,1
000,00,030,0,000,01,005,1
000,00,031,0,000,01,004,1
000,00,032,0,000,01,003,1
000,00,033,0,000,01,002,1
000,00,034,0,000,01,001,1
000,00,035,0,000,01,000,1
001,00,000,0,001,00,000,1
001,00,001,0,001,00,001,1
001,00,002,0,001,00,002,1
001,00,003,0,001,00,003,1
001,00,004,0,001,00,004,1
001,00,005,0,001,00,005,1
001,00,006,0,001,00,006,1
001,00,007,0,001,00,007,1
001,00,008,0,001,00,008,1
001,00,009,0,001,00,009,1
001,00,010,0,001,00,010,1
001,00,011,0,001,00,011,1
001,00,012,0,001,00,012,1
001,00,013,0,001,00,013,1
001,00,014,0,001,00,014,1
001,00,015,0,001,00,015,1
001,00,016,0,001,00,016,1
001,00,017,0,001,00,017,1
001,00,018,0,001,01,017,1
001,00,019,0,001,01,016,1
001,00,020,0,001,01,015,1
001,00,021,0,001,01,014,1
001,00,022,0,001,01,013,1
001,00,023,0,001,01,012,1
001,00,024,0,001,01,011,1
001,00,025,0,001,01,010,1
001,00,026,0,001,01,009,1
001,00,027,0,001,01,008,1
001,00,028,0,001,01,007,1
001,00,029,0,001,01,006,1
001,00,030,0,001,01,005,1
001,00,031,0,001,01,004,1
001,00,032,0,001,01,003,1
001,00,033,0,001,01,002,1
001,00,034,0,001,01,001,1
001,00,035,0,001,01,000,1
000,00,036,0,001,00,036,0
000,00,037,0,001,00,037,0
000,00,038,0,001,00,038,0
000,00,039,0,001,00,039,0
000,00,040,0,001,00,040,0
000,00,041,0,001,00,041,0
000,00,042,0,001,00,042,0
000,00,043,0,001,00,043,0
000,00,044,0,001,00,044,0
000,00,045,0,001,00,045,0
000,00,046,0,001,00,046,0
000,00,047,0,001,00,047,0
000,00,048,0,001,00,048,0
000,00,049,0,001,00,049,0
000,00,050,0,001,00,050,0
000,00,051,0,001,00,051,0
000,00,052,0,001,00,052,0
000,00,053,0,001,00,053,0
000,00,054,0,001,00,054,0
000,00,055,0,001,00,055,0
000,00,056,0,001,00,056,0
000,00,057,0,001,00,057,0
000,00,058,0,001,00,058,0
000,00,059,0,001,00,059,0
000,00,060,0,001,00,060,0
000,00,061,0,001,00,061,0
000,00,062,0,001,00,062,0
000,00,063,0,001,00,063,0
